best_curve
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-1.745999999999999943e+02
-1.805999999999999943e+02
-1.694000000000000057e+02
-1.451999999999999886e+02
-1.550000000000000000e+02
-1.508000000000000114e+02
-1.270000000000000000e+02
-1.277999999999999972e+02
-1.438000000000000114e+02
-1.311999999999999886e+02
-1.265999999999999943e+02
-1.374000000000000057e+02
-1.355999999999999943e+02
-1.598000000000000114e+02
-1.614000000000000057e+02
-1.444000000000000057e+02
-1.575999999999999943e+02
-1.730000000000000000e+02
-1.474000000000000057e+02
-1.538000000000000114e+02
-1.471999999999999886e+02
-1.400000000000000000e+02
-1.298000000000000114e+02
-1.388000000000000114e+02
-1.531999999999999886e+02
-1.528000000000000114e+02
-1.528000000000000114e+02
-1.524000000000000057e+02
-1.535999999999999943e+02
-1.368000000000000114e+02
