mean_curve
-1.994333333333333087e+02
-1.978666666666666742e+02
-1.973666666666666742e+02
-1.979666666666666686e+02
-1.986666666666666572e+02
-1.985999999999999943e+02
-1.992249999999999943e+02
-1.987500000000000000e+02
-1.994749999999999943e+02
-1.992249999999999943e+02
-1.997750000000000057e+02
-1.994888888888889085e+02
-1.991599999999999966e+02
-1.992199999999999989e+02
-1.991200000000000045e+02
-1.993000000000000114e+02
-1.976999999999999602e+02
-1.995285714285714391e+02
-1.994499999999999886e+02
-1.993058823529411541e+02
-1.991500000000000341e+02
-1.984090909090909065e+02
-1.980476190476190368e+02
-1.987818181818181813e+02
-1.974333333333333087e+02
-1.982545454545454788e+02
-1.977636363636363797e+02
-1.981181818181818244e+02
-1.959909090909090708e+02
-1.953636363636363740e+02
-1.951454545454545837e+02
-1.965699999999999932e+02
-1.955818181818181927e+02
-1.955909090909090935e+02
-1.960545454545454334e+02
-1.938727272727272748e+02
-1.949699999999999989e+02
-1.951444444444444457e+02
-1.943333333333333712e+02
-1.928142857142857167e+02
-1.942857142857142776e+02
-1.945000000000000000e+02
-1.952714285714285722e+02
-1.950374999999999943e+02
-1.948000000000000114e+02
-1.932500000000000000e+02
-1.924250000000000114e+02
-1.923222222222222229e+02
-1.951800000000000068e+02
-1.897400000000000091e+02
