mean_curve
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-1.968249999999999886e+02
-1.975749999999999886e+02
-1.961750000000000114e+02
-1.939111111111111256e+02
-1.955000000000000000e+02
-1.959000000000000057e+02
-1.943846153846153868e+02
-1.948428571428571558e+02
-1.959857142857142946e+02
-1.950857142857142605e+02
-1.947571428571428385e+02
-1.935999999999999943e+02
-1.946222222222222058e+02
-1.969111111111111256e+02
-1.965500000000000114e+02
-1.951789473684210634e+02
-1.957099999999999795e+02
-1.970454545454545325e+02
-1.951000000000000227e+02
-1.959416666666666913e+02
-1.924818181818181699e+02
-1.916761904761904702e+02
-1.928260869565217774e+02
-1.923272727272727707e+02
-1.928818181818181756e+02
-1.911400000000000148e+02
-1.910000000000000000e+02
-1.903222222222222229e+02
-1.901333333333333258e+02
-1.878111111111111313e+02
