best_curve
-1.965999999999999943e+02
-1.934000000000000057e+02
-1.895999999999999943e+02
-1.910000000000000000e+02
-1.920000000000000000e+02
-1.920000000000000000e+02
-1.938000000000000114e+02
-1.900000000000000000e+02
-1.958000000000000114e+02
-1.938000000000000114e+02
-1.981999999999999886e+02
-1.954000000000000057e+02
-1.915999999999999943e+02
-1.921999999999999886e+02
-1.911999999999999886e+02
-1.930000000000000000e+02
-1.801999999999999886e+02
-1.934000000000000057e+02
-1.911999999999999886e+02
-1.920000000000000000e+02
-1.924000000000000057e+02
-1.818000000000000114e+02
-1.674000000000000057e+02
-1.840000000000000000e+02
-1.528000000000000114e+02
-1.838000000000000114e+02
-1.835999999999999943e+02
-1.831999999999999886e+02
-1.470000000000000000e+02
-1.521999999999999886e+02
-1.460000000000000000e+02
-1.468000000000000114e+02
-1.525999999999999943e+02
-1.480000000000000000e+02
-1.481999999999999886e+02
-1.370000000000000000e+02
-1.464000000000000057e+02
-1.474000000000000057e+02
-1.480000000000000000e+02
-1.464000000000000057e+02
-1.468000000000000114e+02
-1.578000000000000114e+02
-1.454000000000000057e+02
-1.461999999999999886e+02
-1.484000000000000057e+02
-1.625999999999999943e+02
-1.465999999999999943e+02
-1.468000000000000114e+02
-1.468000000000000114e+02
-1.470000000000000000e+02
