best_curve
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-1.684000000000000057e+02
-1.780000000000000000e+02
-1.838000000000000114e+02
-1.734000000000000057e+02
-1.670000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-1.941999999999999886e+02
-1.580000000000000000e+02
-1.288000000000000114e+02
-1.358000000000000114e+02
-1.364000000000000057e+02
-1.245999999999999943e+02
-1.311999999999999886e+02
-1.260000000000000000e+02
-1.220000000000000000e+02
-1.120000000000000000e+02
-1.222000000000000028e+02
-1.177999999999999972e+02
-1.220000000000000000e+02
-1.190000000000000000e+02
