mean_curve
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-1.957285714285714278e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-1.995999999999999943e+02
-1.967428571428571615e+02
-1.993571428571428612e+02
-1.967199999999999989e+02
-1.995999999999999943e+02
-1.933400000000000034e+02
-1.934599999999999795e+02
-1.933230769230769397e+02
-1.879857142857142662e+02
-1.915499999999999829e+02
-1.821333333333333542e+02
-1.792500000000000000e+02
-1.777333333333333485e+02
-1.743333333333333428e+02
-1.960340000000000202e+02
-1.780333333333333314e+02
-1.966078431372548891e+02
-1.969470588235294315e+02
-1.824833333333333485e+02
-1.809166666666666572e+02
-1.773666666666666742e+02
-1.955540000000000020e+02
-1.717833333333333314e+02
-1.769333333333333087e+02
-1.744166666666666572e+02
-1.962419999999999618e+02
-1.759499999999999602e+02
-1.966440000000000055e+02
-1.772166666666666686e+02
-1.825833333333333712e+02
-1.965425742574257413e+02
-1.830499999999999829e+02
-1.878499999999999943e+02
