mean_curve
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-2.000000000000000000e+02
-1.994399999999999977e+02
-2.000000000000000000e+02
-1.990666666666666913e+02
-1.979399999999999977e+02
-1.961571428571428726e+02
-1.951142857142856997e+02
-1.962500000000000000e+02
-1.946374999999999886e+02
-1.941750000000000114e+02
-1.877125000000000057e+02
-1.804533333333333758e+02
-1.782750000000000057e+02
-1.711066666666666833e+02
-1.618499999999999943e+02
-1.548750000000000000e+02
-1.656750000000000114e+02
-1.672076923076922981e+02
-1.636230769230769511e+02
-1.656769230769230887e+02
-1.626357142857143003e+02
-1.630370370370370381e+02
-1.642444444444444116e+02
-1.582785714285714391e+02
-1.617185185185184935e+02
-1.579785714285714562e+02
